"Int_no","Rue_1","Rue_2","Arrondissement","X","Y"
991,"Henri-Bourassa Est","Renaude-Lapointe","Rivières-des-Prairies - Pointe-aux-Trembles",297072.44,5052660
992,"Hôtel-de-Ville","Viger","Ville-Marie",300321.22,5041067.95
994,"2 e Avenue","Bellechasse","Rosemont - Petite-Patrie",298054.09,5045505.59
995,"Rosaire du","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",295255.84,5044987.5
999,"8 e Avenue","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",297048.08,5046322.53
1000,"Beaubien","Iberville","Rosemont - Petite-Patrie",297650.19,5045455.19
1002,"Beaubien","Papineau","Rosemont - Petite-Patrie",297251.29,5044809.49
1005,"Bélanger","Papineau","Rosemont - Petite-Patrie",296714.49,5045164.58
1011,"Chabot","Rosemont","Rosemont - Petite-Patrie",297745.91,5044659.11
1013,"Dandurand","Iberville","Rosemont - Petite-Patrie",298475.59,5044928.75
1019,"Iberville","Jarry","Villeray - Saint-Michel - Parc-Extension",295917.26,5046580.8
1020,"Iberville","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",296834.42,5045972.38
1022,"Iberville","Masson","Rosemont - Petite-Patrie",298693.15,5044795.97
1023,"Iberville","Rosemont","Rosemont - Petite-Patrie",298065.09,5045180.67
1025,"Iberville","Tillemont","Villeray - Saint-Michel - Parc-Extension",296113.53,5046429.79
1027,"Jarry","Lorimier","Villeray - Saint-Michel - Parc-Extension",295670.97,5046189.13
1028,"26 e Avenue","Henri-Bourassa Est","Rivières-des-Prairies - Pointe-aux-Trembles",298629.62,5054124
1030,"Jean-Talon","Lorimier","Villeray - Saint-Michel - Parc-Extension",296602.21,5045599.24
1031,"Jean-Talon","Papineau","Villeray - Saint-Michel - Parc-Extension",296441.08,5045342.46
1038,"Henri-Bourassa","800 Ouest, face au Loblaws","Ahuntsic - Cartierville",291051.25,5044695
1039,"Papineau","Saint-Zotique","Rosemont - Petite-Patrie",296985.79,5044989.08
1040,"Papineau","Tillemont","Villeray - Saint-Michel - Parc-Extension",295729.17,5045791.42
1041,"Papineau","Villeray","Villeray - Saint-Michel - Parc-Extension",295854.9,5045713.13
1042,"Beaubien","Chateaubriand","Rosemont - Petite-Patrie",296701.9,5043950.58
1043,"Beaubien","Christophe-Colomb","Rosemont - Petite-Patrie",296870.04,5044215.76
1045,"Beaubien","Normanville","Rosemont - Petite-Patrie",296973.35,5044378.38
1046,"Beaubien","Saint-Denis","Rosemont - Petite-Patrie",296598.6,5043790.08
1047,"Beaubien","Saint-Hubert","Rosemont - Petite-Patrie",296750.1,5044028.58
1048,"Bélanger","Châteaubriand","Rosemont - Petite-Patrie",296159.18,5044300.17
1049,"Bélanger","Christophe-Colomb","Rosemont - Petite-Patrie",296331.3,5044560.08
1053,"Bélanger","Saint-Hubert","Rosemont - Petite-Patrie",296210.3,5044376.58
1054,"Côte-des-Neiges","Pins","Ville-Marie",297927.54,5039611.86
1055,"Bellechasse","Christophe-Colomb","Rosemont - Petite-Patrie",297116.65,5044059.2
1056,"Bellechasse","Saint-Denis","Rosemont - Petite-Patrie",296842.36,5043633.7
1057,"Bellechasse","Saint-Hubert","Rosemont - Petite-Patrie",296994.6,5043870.58
1058,"Berri","Jarry","Villeray - Saint-Michel - Parc-Extension",294739.1,5044817.07
1059,"Marc-Aurèle-Fortin","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",297213.41,5054035.65
1064,"Châteaubriand","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295933.99,5044449.53
1065,"Châteaubriand","Rosemont","Rosemont - Petite-Patrie",297208.79,5043620.02
1069,"Christophe-Colomb","Jarry","Villeray - Saint-Michel - Parc-Extension",295063.59,5045363.8
1070,"Christophe-Colomb","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",296052.8,5044736.08
1071,"Christophe-Colomb","Rosemont","Rosemont - Petite-Patrie",297381.34,5043891.37
1072,"Christophe-Colomb","Saint-Zotique","Rosemont - Petite-Patrie",296598.83,5044388.53
1074,"Drolet","Jarry","Villeray - Saint-Michel - Parc-Extension",294678.63,5044669.75
1079,"Foucher","Jarry","Villeray - Saint-Michel - Parc-Extension",294830.67,5045002.19
1080,"Gaspé","Jarry","Villeray - Saint-Michel - Parc-Extension",294625.27,5044539.92
1086,"Jarry","Lajeunesse","Villeray - Saint-Michel - Parc-Extension",294765.6,5044879.07
1087,"Jarry","Normanville","Villeray - Saint-Michel - Parc-Extension",295212.99,5045493.63
1088,"Jarry","Rousselot","Villeray - Saint-Michel - Parc-Extension",295344.79,5045670.57
1089,"Jarry","Saint-Denis","Villeray - Saint-Michel - Parc-Extension",294711.2,5044749.57
1090,"Jarry","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",294934.05,5045174.87
1092,"Jean-Talon","Saint-Denis","Villeray - Saint-Michel - Parc-Extension",295863.07,5044271.2
1093,"Jean-Talon","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",295962.62,5044536.47
1099,"Liège","Saint-Hubert","Villeray - Saint-Michel - Parc-Extension",294429.94,5045402.9
1101,"Rosemont","Saint-Denis","Rosemont - Petite-Patrie",297107.2,5043460.58
1102,"Rosemont","Saint-Hubert","Rosemont - Petite-Patrie",297258.99,5043698.87
1103,"Rosemont","Saint-Vallier","Rosemont - Petite-Patrie",297162.19,5043545.42
1108,"Acadie","Beaumont","Villeray - Saint-Michel - Parc-Extension",295173.14,5042617.91
1109,"Acadie","Jarry","Villeray - Saint-Michel - Parc-Extension",294029.4,5043091.23
1111,"Acadie","Liège","Villeray - Saint-Michel - Parc-Extension",293551.94,5043298.27
1114,"Beaumont","Querbes","Villeray - Saint-Michel - Parc-Extension",295460.92,5043059.07
1117,"Hutchison","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295217.51,5043312.57
1118,"Jarry","Querbes","Villeray - Saint-Michel - Parc-Extension",294230.02,5043571.24
1120,"Jean-Talon","Querbes","Villeray - Saint-Michel - Parc-Extension",295163.79,5043181.91
1121,"Jean-Talon","Wiseman","Villeray - Saint-Michel - Parc-Extension",295036.53,5042876.2
1124,"Beaubien","Clark","Rosemont - Petite-Patrie",296214.18,5043356.24
1126,"Beaubien","Saint-Laurent inter. Nord","Rosemont - Petite-Patrie",296253.94,5043417
1127,"Bellarmin","Saint-Laurent","Villeray - Saint-Michel - Parc-Extension",293902.52,5044608.39
1128,"Casgrain","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295672.86,5043982.72
1129,"Castelnau","Saint-Laurent","Villeray - Saint-Michel - Parc-Extension",295424.43,5043945.63
1131,"Clark","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",295516.79,5043801.7
1134,"Faillon","Saint-Laurent","Villeray - Saint-Michel - Parc-Extension",295248.46,5044046.33
1138,"Jarry","Saint-Laurent","Villeray - Saint-Michel - Parc-Extension",294542.44,5044340.15
1141,"Liège","Saint-Laurent","Villeray - Saint-Michel - Parc-Extension",294058.62,5044541.88
1143,"Saint-Laurent","Saint-Zotique inter. Sud","Rosemont - Petite-Patrie",296042.81,5043556.08
1147,"Émile-Journault","Papineau","Ahuntsic - Cartierville",294368.6,5046650.18
1151,"Fleury","Papineau","Ahuntsic - Cartierville",292825.21,5047589.94
1153,"Fort-Lorette","Henri-Bourassa","Ahuntsic - Cartierville",292328.4,5047541.95
1154,"Francis","Henri-Bourassa","Ahuntsic - Cartierville",292240.87,5047287.11
1155,"François-H.-Prévost","Papineau","Ahuntsic - Cartierville",294756.69,5046409
1159,"Henri-Bourassa","Lille","Ahuntsic - Cartierville",292734.41,5048556.29
1160,"Henri-Bourassa","Lorimier","Ahuntsic - Cartierville",292566.5,5048207.94
1161,"Henri-Bourassa","Papineau","Ahuntsic - Cartierville",292431.22,5047826.52
1162,"Henri-Bourassa","Saint-Firmin","Ahuntsic - Cartierville",292535.59,5048118.59
1163,"Henri-Bourassa","Sackville","Ahuntsic - Cartierville",292897.02,5048837.71
1164,"Legendre","Papineau","Ahuntsic - Cartierville",294148.84,5046785
1165,"Louvain","Papineau","Ahuntsic - Cartierville",293672.14,5047074.71
1166,"Papineau","Prieur","Ahuntsic - Cartierville",292643.19,5047699.57
1168,"Papineau","Sauvé","Ahuntsic - Cartierville",293280.26,5047320.59
1169,"39 e Avenue","Beaubien","Rosemont - Petite-Patrie",299246.47,5048055.08
1173,"Berri","Louvain","Ahuntsic - Cartierville",292963.85,5045533.96
1174,"Berri","Prieur","Ahuntsic - Cartierville",291883.41,5045973.13
1176,"Berri","Sauvé","Ahuntsic - Cartierville",292623.4,5045669.04
1177,"Chabanel","Christophe-Colomb","Ahuntsic - Cartierville",293626.73,5046357.92
1180,"Christophe-Colomb","Émile-Journault","Ahuntsic - Cartierville",294070.14,5046172.09
1182,"Christophe-Colomb","Fleury","Ahuntsic - Cartierville",292512.93,5046813.25
1183,"Christophe-Colomb","Étienne-Blanchard","Ahuntsic - Cartierville",294269.5,5046090.73
1184,"Christophe-Colomb","Legendre","Ahuntsic - Cartierville",293845.16,5046262.96
1186,"Christophe-Colomb","Sauriol","Ahuntsic - Cartierville",292753.85,5046712.96
1187,"Christophe-Colomb","Sauvé","Ahuntsic - Cartierville",292994.4,5046611.93
1189,"Émile-Journault","Saint-Hubert","Ahuntsic - Cartierville",293852.81,5045639.32
1191,"Fleury","Hamel","Ahuntsic - Cartierville",292579.74,5046971.57
1192,"Fleury","Lajeunesse","Ahuntsic - Cartierville",292158.09,5045956.54
1193,"Fleury","Saint-Hubert","Ahuntsic - Cartierville",292291.49,5046280.54
1194,"Lajeunesse","Legendre","Ahuntsic - Cartierville",293473.89,5045408
1195,"Lajeunesse","Louvain","Ahuntsic - Cartierville",292992.44,5045608.08
1197,"Lajeunesse","Sauvé","Ahuntsic - Cartierville",292648.19,5045752.25
1198,"Legendre","Saint-Hubert","Ahuntsic - Cartierville",293607.35,5045739.08
1200,"Prieur","Saint-Hubert","Ahuntsic - Cartierville",292052.96,5046380.06
1204,"Chabanel","Saint-Laurent","Ahuntsic - Cartierville",293003.6,5044959.88
1206,"Fleury","Saint-Laurent","Ahuntsic - Cartierville",291925.6,5045411.54
1207,"Legendre","Saint-Laurent","Ahuntsic - Cartierville",293247.6,5044858.55
1208,"Louvain","Saint-Laurent","Ahuntsic - Cartierville",292715.47,5045077.39
1209,"Meilleur","Sauvé","Ahuntsic - Cartierville",291961.32,5044476.11
1210,"Port-Royal","Saint-Laurent","Ahuntsic - Cartierville",292527.36,5045154.43
1211,"Prieur","Saint-Laurent","Ahuntsic - Cartierville",291686.74,5045514.91
1212,"Saint-Laurent","Sauriol","Ahuntsic - Cartierville",292107.5,5045333.54
1213,"Saint-Laurent","Sauvé","Ahuntsic - Cartierville",292317.14,5045241.26
1215,"Bocage","Laurentien","Ahuntsic - Cartierville",287234.44,5043459.11
1216,"Camille","Gouin/Ruisseau","Ahuntsic - Cartierville",284978.87,5041184.44
1217,"Dudemaine","Élie-Blanchard","Ahuntsic - Cartierville",289409.18,5043522.28
