Int_no,Rue_1,Rue_2,Arrondissement,X,Y,Longitude,Latitude
1193,Fleury,Saint-Hubert,Ahuntsic - Cartierville,292291.49,5046280.54,-73.6602187,45.5563238
1194,Lajeunesse,Legendre,Ahuntsic - Cartierville,293473.89,5045408,-73.6450784,45.5484982
1195,Lajeunesse,Louvain,Ahuntsic - Cartierville,292992.44,5045608.08,-73.6512331,45.5502957
1197,Lajeunesse,Sauvé,Ahuntsic - Cartierville,292648.19,5045752.25,-73.6561433,45.5506764
1198,Legendre,Saint-Hubert,Ahuntsic - Cartierville,293607.35,5045739.08,-73.6433654,45.5514532
1200,Prieur,Saint-Hubert,Ahuntsic - Cartierville,292052.96,5046380.06,-73.66329660000001,45.55722910000001
1204,Chabanel,Saint-Laurent,Ahuntsic - Cartierville,293003.6,5044959.88,-73.6511341,45.5444531
1206,Fleury,Saint-Laurent,Ahuntsic - Cartierville,291925.6,5045411.54,-73.6648938,45.5485103
1207,Legendre,Saint-Laurent,Ahuntsic - Cartierville,293247.6,5044858.55,-73.6479284,45.5435241
1208,Louvain,Saint-Laurent,Ahuntsic - Cartierville,292715.47,5045077.39,-73.6541489,45.5453255
1209,Meilleur,Sauvé,Ahuntsic - Cartierville,291961.32,5044476.11,-73.6644055,45.5402034
1210,Port-Royal,Saint-Laurent,Ahuntsic - Cartierville,292527.36,5045154.43,-73.6571766,45.5461961
1211,Prieur,Saint-Laurent,Ahuntsic - Cartierville,291686.74,5045514.91,-73.66792869999999,45.5494364
1212,Saint-Laurent,Sauriol,Ahuntsic - Cartierville,292107.5,5045333.54,-73.6625504,45.547792
1213,Saint-Laurent,Sauvé,Ahuntsic - Cartierville,292317.14,5045241.26,-73.6599129,45.5469871
1215,Bocage,Laurentien,Ahuntsic - Cartierville,287234.44,5043459.11,-73.71919799999999,45.5275267
1216,Camille,Gouin/Ruisseau,Ahuntsic - Cartierville,284978.87,5041184.44,-73.567256,45.5016889
1217,Dudemaine,Élie-Blanchard,Ahuntsic - Cartierville,289409.18,5043522.28,-73.69704800000001,45.5314625
1219,Beaubien,Esplanade,Rosemont - Petite-Patrie,296081.91,5043154.07
1223,Gouin,Lachapelle,Ahuntsic - Cartierville,287477.1,5043502.48,-73.7218121,45.5312026
1224,Gouin,Laurentien,Ahuntsic - Cartierville,287362.12,5043334.02,-73.7232519,45.5297122
1227,Gouin,Somerset,Ahuntsic - Cartierville,287173.06,5043221.54,-73.799886,45.508641
1228,Gouin,Toupin,Ahuntsic - Cartierville,286334.48,5042700.37,-73.7363733,45.5239822
1229,Grenet,Salaberry,Ahuntsic - Cartierville,288168.31,5043100.99,-73.71293969999999,45.5276044
1230,Guertin,Salaberry,Ahuntsic - Cartierville,288790.07,5043803.46,-73.7049366,45.5339828
1231,Keller,Marcel-Laurin,Ahuntsic - Cartierville,288226.72,5042794.23,-73.69094799999999,45.51195939999999
1232,Lachapelle,Salaberry,Ahuntsic - Cartierville,288058.53,5042971.64,-73.71426579999999,45.5264399
1233,Louisbourg,Marcel-Laurin,Ahuntsic - Cartierville,288290.81,5042748.26,-73.71143579999999,45.5244715
1234,Laurentien,Salaberry,Ahuntsic - Cartierville,288001.71,5042921.26,-73.69847,45.53828499999999
1236,Meulles,Salaberry,Ahuntsic - Cartierville,288319.3,5043267.99,-73.711016,45.529135
1237,O'Brien,Salaberry,Ahuntsic - Cartierville,288634.83,5043629.38,-73.7032612,45.5353437
1238,Saint-Jacques,6645 Saint-Jacques (Loblaws),Côte-des-Neiges - Notre-Dame-de-Grâce,294962.12,5035644,-73.61456559999999,45.4641855
1239,Acadie,Chabanel,Ahuntsic - Cartierville,292527.1,5043731.57,-73.6571556,45.5333133
1241,Acadie,Dudemaine,Ahuntsic - Cartierville,290050.14,5044238.47,-73.6887483,45.5379854
1242,Acadie,Henri-Bourassa,Ahuntsic - Cartierville,290672.06,5043835.6,-73.6809597,45.5344174
1245,Acadie,Louisbourg,Ahuntsic - Cartierville,289798.53,5044407,-73.6920466,45.5394824
1246,Acadie,Louvain,Ahuntsic - Cartierville,292249.82,5043847.28,-73.6607417,45.5343739
1247,Acadie,Persillier,Ahuntsic - Cartierville,291146.75,5043796.78,-73.6747907,45.5340206
1249,Acadie,Sauvé,Ahuntsic - Cartierville,291866.3,5043983.69,-73.6656869,45.5357006
1250,Acadie,Port-Royal,Ahuntsic - Cartierville,292005.81,5043960.54,-73.6762208,45.53326149999999
1251,Bois-de-Boulogne,Henri-Bourassa,Ahuntsic - Cartierville,290851.84,5044240.85,-73.6787143,45.53799710000001
1252,Bois-de-Boulogne,Saint-Réal/Salaberry,Ahuntsic - Cartierville,289627.93,5044781.89,-73.69451219999999,45.54284810000001
1255,Notre-Dame,5376 Est (Vopak accès Ouest),Mercier - Hochelaga - Maisonneuve,302850.97,5046790.5,-73.5242679,45.5613226
1256,James-Morrice,Salaberry,Ahuntsic - Cartierville,289269.29,5044283.32,-73.6988693,45.5382979
1257,Poutrincourt,Salaberry,Ahuntsic - Cartierville,289179.4,5044196.8,-73.6999812,45.5374549
1259,1 e Avenue,Masson,Rosemont - Petite-Patrie,298821.69,5045046.6,-73.57512299999999,45.546995
1260,Côte-des-Neiges / Laird,Jean-Talon,Côte-des-Neiges - Notre-Dame-de-Grâce,293691.47,5040609,-73.6421866,45.5052651
1262,Acadie,Crémazie inter. Sud,Villeray - Saint-Michel - Parc-Extension,293282.28,5043401,-73.6469984,45.5303832
1263,Acadie,Crémazie inter. Nord,Ahuntsic - Cartierville,293100.66,5043486.5,-73.6469984,45.5303832
1264,Acadie,Crémazie bretelle Nord-Est,Ahuntsic - Cartierville,293133.47,5043527.5,-73.6626582,45.5349423
1266,Berri,Henri-Bourassa,Ahuntsic - Cartierville,291632.38,5046076.84,-73.66877869999999,45.5545379
1267,Chambord,Henri-Bourassa,Ahuntsic - Cartierville,291939.97,5046880.58,-73.66483210000001,45.5617926
1269,Christophe-Colomb,Henri-Bourassa,Ahuntsic - Cartierville,292116.29,5046981.15,-73.6623028,45.5625766
1270,Georges-Baril,Henri-Bourassa,Ahuntsic - Cartierville,291861.37,5046731.6,-73.665842,45.5604029
1271,Gouin,Hôpital de la Merci,Ahuntsic - Cartierville,290225.78,5045267.5,-73.7141048,45.5325192
1272,Gouin,Lajeunesse,Ahuntsic - Cartierville,291443.94,5046246.32,-73.6711797,45.5559621
1273,Gouin,Millen,Ahuntsic - Cartierville,291563.58,5046386.8,-73.6695672,45.557213
1275,Gouin,Saint-Laurent,Ahuntsic - Cartierville,291188.29,5045731.53,-73.6744008,45.5513426
1276,Gouin,Tolhurst,Ahuntsic - Cartierville,290760.47,5045384.65,-73.67978719999999,45.5482345
1278,Henri-Bourassa,Lajeunesse,Ahuntsic - Cartierville,291667.22,5046159.11,-73.6683673,45.5552578
1279,Henri-Bourassa,Laverdure,Ahuntsic - Cartierville,291533.46,5045805.21,-73.6698224,45.5520125
1280,Henri-Bourassa,Meilleur,Ahuntsic - Cartierville,291112.77,5044842.86,-73.6751854,45.54334559999999
1281,Henri-Bourassa,Millen,Ahuntsic - Cartierville,291717.8,5046324.56,-73.567256,45.5016889
1282,Henri-Bourassa,Saint-Denis,Ahuntsic - Cartierville,291601.59,5045990.02,-73.6690046,45.5536989
1283,Henri-Bourassa,Saint-Hubert,Ahuntsic - Cartierville,291750.83,5046506.55,-73.6672555,45.55839539999999
1284,Henri-Bourassa,Saint-Laurent,Ahuntsic - Cartierville,291455.13,5045616.74,-73.67085510000001,45.5502742
1285,Henri-Bourassa,Tanguay,Ahuntsic - Cartierville,291174.53,5044968.22,-73.6784179,45.5438649
1286,Henri-Bourassa,Tolhurst,Ahuntsic - Cartierville,291259.11,5045159.25,-73.673493,45.5462516
1291,Jacques-Casault,Papineau,Ahuntsic - Cartierville,295123.01,5046165.09,-73.6242321,45.5551545
1292,Christophe-Colomb,Crémazie inter. Nord,Ahuntsic - Cartierville,294673.6,5045655.5
1293,Christophe-Colomb,Crémazie inter. Sud,Ahuntsic - Cartierville,294699.03,5045600.5,-73.6293019,45.5502703
1294,Crémazie,Lajeunesse inter. Nord,Villeray - Saint-Michel - Parc-Extension,294011.62,5045185,-74.031195,45.7863129
1295,Crémazie,Lajeunesse inter. Sud,Villeray - Saint-Michel - Parc-Extension,294049.84,5045168,-73.6376635,45.5463465
1296,Crémazie,Saint-Denis inter. Nord,Ahuntsic - Cartierville,293937.34,5045061.5,-73.6385859,45.5452846
1297,Crémazie,Saint-Denis inter. Sud,Ahuntsic - Cartierville,293978.8,5045050,-73.6385859,45.5452846
1298,Crémazie,Saint-Hubert inter. Nord,Ahuntsic - Cartierville,294230.94,5045487.5,-73.6353522,45.5492122
1300,Crémazie,Saint-Laurent inter. Sud-Ouest,Villeray - Saint-Michel - Parc-Extension,293739.4,5044588,-73.6195039,45.5556947
1301,Crémazie,Saint-Laurent inter. Sud-Est,Villeray - Saint-Michel - Parc-Extension,293792.6,5044708,-73.6195039,45.5556947
1302,Crémazie,Saint-Laurent int. Nord-Ouest,Ahuntsic - Cartierville,293702.8,5044613,-73.6195039,45.5556947
1303,Crémazie,Saint-Laurent inter. Nord-Est,Ahuntsic - Cartierville,293761.62,5044740,-73.6195039,45.5556947
1304,Crémazie,Saint-Michel inter. Sud-Ouest,Villeray - Saint-Michel - Parc-Extension,296481.5,5046912,-73.60653529999999,45.5620807
1305,Crémazie,Saint-Michel inter. Nord-Est,Villeray - Saint-Michel - Parc-Extension,296453.03,5047009.5
1306,Crémazie,Saint-Michel inter. Sud-Est,Villeray - Saint-Michel - Parc-Extension,296516.88,5046966,-73.6061115,45.5625594
1307,Crémazie,Saint-Michel inter. Nord-Ouest,Villeray - Saint-Michel - Parc-Extension,296413.75,5046951.5,-73.6061115,45.5625594
1308,3 e Avenue,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,303584.09,5055426.69,-73.5157152,45.6387551
1309,16 e Avenue,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,303805.97,5056343.24,-73.5690809,45.5127107
1310,Sherbrooke,Tricentenaire,Rivières-des-Prairies - Pointe-aux-Trembles,303961.71,5056988.55,-73.5108901,45.6527223
1311,Robert-Chevalier,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,304035.92,5057292.22,-73.5097469,45.6554972
1312,32 e Avenue,Sherbrooke Est,Rivières-des-Prairies - Pointe-aux-Trembles,304113.7,5057616.25,-73.5089275,45.6584533
1313,Saint-Jean-Baptiste,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,303718.44,5055987.76,-73.5137858,45.6438116
1315,36 e Avenue,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,304170.36,5057850.49,-73.5082023,45.66056589999999
1316,40 e Avenue,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,304252.04,5058189.04,-73.5069779,45.6635796
1321,Sherbrooke,15200 Est (Polyv. P.A.T.),Rivières-des-Prairies - Pointe-aux-Trembles,304856.97,5060676.5,-73.52899380000001,45.6065338
1322,Sherbrooke,15400 Est (C.I.P.),Rivières-des-Prairies - Pointe-aux-Trembles,304917.7,5060924.5,-73.567256,45.5016889
1323,Chatelain,Rosemont,Rosemont - Petite-Patrie,299967.27,5048416.14,-73.561981,45.5756625
1326,René-Lévesque,Saint-Jean-Baptiste,Rivières-des-Prairies - Pointe-aux-Trembles,304766.32,5055747.33,-73.50068,45.641552
1327,3 e Avenue,Notre-Dame,Rivières-des-Prairies - Pointe-aux-Trembles,305368.94,5055018.46,-73.4927189,45.6350545
1328,8 e Avenue,Notre-Dame,Rivières-des-Prairies - Pointe-aux-Trembles,305499.39,5055372.63,-73.49108129999999,45.6382567
1329,16 e Avenue,Notre-Dame,Rivières-des-Prairies - Pointe-aux-Trembles,305596.79,5055948.13,-73.5552165,45.5064406
1331,32 e Avenue,Notre-Dame,Rivières-des-Prairies - Pointe-aux-Trembles,305472.14,5057317.95,-73.4914063,45.6557533
1337,Notre-Dame,Saint-Jean-Baptiste,Rivières-des-Prairies - Pointe-aux-Trembles,305560.31,5055561.12,-73.55538179999999,45.5065658
1340,Montigny,Saint-Jean-Baptiste,Rivières-des-Prairies - Pointe-aux-Trembles,304299.29,5055856.37,-73.5064135,45.6426322
1344,Biencourt,Monk,Sud-Ouest,297282.96,5035433.07,-73.5961307,45.4587604
1348,Hamilton,Jolicoeur,Sud-Ouest,297175.94,5035182.33,-73.5974657,45.4565415
1352,Monk,Raudot,Sud-Ouest,297589.79,5034265.92,-73.59217699999999,45.448304
1356,17 e Avenue,Jarry,Villeray - Saint-Michel - Parc-Extension,296524.16,5047542.16,-73.6060279,45.5677342
1365,1 ere Avenue,Rosemont,Rosemont - Petite-Patrie,298158.39,5045330.09,-73.58507879999999,45.5478868
1366,Congrégation,Wellington,Sud-Ouest,300234.18,5037931.55,-73.56096409999999,45.4749232
1367,Fortune,Wellington,Sud-Ouest,300179.92,5037551.4,-73.56096409999999,45.4749232
1370,Berri,Mont-Royal,Plateau Mont-Royal,298393.8,5042787.58,-73.56797740000002,45.518754
1371,Gouin,Poutrincourt,Ahuntsic - Cartierville,288669.33,5044651.97,-73.7065243,45.5416205
1372,6 e Avenue,Henri-Bourassa Est,Rivières-des-Prairies - Pointe-aux-Trembles,297472.23,5053007.09,-73.670518,45.5512008
1373,Armand-Chaput,Henri-Bourassa Est,Rivières-des-Prairies - Pointe-aux-Trembles,302579.26,5057360.13,-73.528449,45.656083
1374,Armand-Bombardier,Henri-Bourassa Est/Ray-Lawson,Rivières-des-Prairies - Pointe-aux-Trembles,298444.52,5053933.39,-73.5814278,45.62533570000001
1378,Henri-Bourassa Est,Rivière-des-Prairies,Rivières-des-Prairies - Pointe-aux-Trembles,300592.06,5055964.07,-73.55393529999999,45.6435193
1379,27 e Avenue,Maurice-Duplessis,Rivières-des-Prairies - Pointe-aux-Trembles,298112.06,5054936.3,-73.585813,45.634117
1382,Coloniale,Sherbrooke,Plateau Mont-Royal,299410.02,5041515.58,-73.5689658,45.5135421
1383,Bélanger,Sagard,Villeray - Saint-Michel - Parc-Extension,296951.3,5045542.22,-73.6005237,45.5497392
1384,Docteur-Penfield,McTavish,Ville-Marie,298668.14,5040457.71,-73.5785336,45.5041509
1387,Saint-Alexandre,Viger,Ville-Marie,299916.71,5040324.88,-73.5624522,45.50281469999999
1388,Laurentien,Périnault,Ahuntsic - Cartierville,287863.12,5042995.97,-73.7168634,45.526702
1390,Chambly,Rachel,Rosemont - Petite-Patrie,300273.77,5045536.56,-73.567256,45.5016889
1391,Place d'Armes,Saint-Jacques Est,Ville-Marie,300309.9,5040586.55,-73.5574177,45.5051579
1392,Côte-des-Neiges,Goyer,Côte-des-Neiges - Notre-Dame-de-Grâce,294107.86,5040344.55,-73.63680649999999,45.5029803
1394,Garnier,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,296313.19,5045142.05,-73.621061,45.551257
1395,Henri-Bourassa,Marcelin-Wilson,Ahuntsic - Cartierville,290772.62,5044063.97,-73.67992319999999,45.5364754
1396,La Gauchetière,Saint-Urbain,Ville-Marie,300044.65,5040778.79,-73.5608846,45.5069033
1397,Lajeunesse,Prieur,Ahuntsic - Cartierville,291917.19,5046056.03,-73.6650439,45.5543002
1400,City Councillors,Maisonneuve,Ville-Marie,299310.43,5040644.07,-73.570295,45.5057078
1401,Notre-Dame,Sortie Molson,Ville-Marie,301017.4,5041984.5,-73.5561204,45.5045254
1403,Parc,5305,Plateau Mont-Royal,296992.44,5042369,-73.567256,45.5016889
1405,Esplanade,Henri-Bourassa,Ahuntsic - Cartierville,291323.07,5045305.69,-73.7434604,45.4822993
1407,La Rousselière,Notre-Dame,Rivières-des-Prairies - Pointe-aux-Trembles,305238.75,5058630.05,-73.4943792,45.66751360000001
1410,Mill,Oak,Sud-Ouest,300743.47,5038809.06,-73.567256,45.5016889
1412,Mont-Royal,Parthenais,Plateau Mont-Royal,299234.54,5044057.46,-73.571364,45.536172
1414,Atwater,1588 Atwater  Forum Pepsi,Ville-Marie,298142.7,5038870,-73.584234,45.489934
1415,Legendre,Marché-Central,Ahuntsic - Cartierville,292854.26,5043730.23,-73.6528594,45.532946
1416,Saint-Patrick,Thomas-Keefer,Sud-Ouest,299000,5037560,-73.5741815,45.4779069
1419,Saint-Jacques,Square Victoria Ouest,Ville-Marie,300049.22,5040108.5,-73.5607691,45.5009
1420,Brébeuf,Rachel,Plateau Mont-Royal,299101.99,5043004.89,-73.5729514,45.5269703
1422,Docteur-Penfield,Drummond,Ville-Marie,298456.74,5040229.06,-73.5811701,45.5019779
1427,Bonavista,Côte-Saint-Luc,Côte-des-Neiges - Notre-Dame-de-Grâce,295731.29,5038179.43,-73.6161284,45.4834744
1432,Bloomfield,Ogilvy,Villeray - Saint-Michel - Parc-Extension,294963.47,5043117.93,-73.626351,45.52797899999999
1435,Chabanel,Esplanade,Ahuntsic - Cartierville,292847.5,5044590.29,-73.6555451,45.5368559
1436,Christophe-Colomb,Jacques-Casault,Ahuntsic - Cartierville,294616.75,5045782.62,-73.6303765,45.5519176
1437,Champagneur,Ogilvy,Villeray - Saint-Michel - Parc-Extension,294938.22,5043058.07,-73.6262454,45.5273848
1438,6 e Avenue,Saint-Zotique,Rosemont - Petite-Patrie,297576.58,5045948.88,-73.6152295,45.5296083
1440,Hôtel-de-Ville,Mont-Royal,Plateau Mont-Royal,298192.16,5042464.47,-73.6419755,45.5132769
1442,8 e Avenue,Rosemont,Rosemont - Petite-Patrie,298403.34,5045730.02,-73.58202949999999,45.5514837
1445,Cavendish,Chester,Côte-des-Neiges - Notre-Dame-de-Grâce,293421.23,5036764.96,-73.6455446,45.4707273
1446,René-Lévesque,800 Face au Reine-Élizabeth,Ville-Marie,299471.4,5040123.5,-73.5680854,45.50044889999999
1447,Beauharnois,Charles-de-la-Tour,Ahuntsic - Cartierville,292862.02,5043261.55,-73.6528417,45.5291674
1448,Jeanne-Mance,Mont-Royal,Plateau Mont-Royal,297874.81,5041960.07,-73.5886699,45.5175663
1449,Jeanne-Mance,Maisonneuve,Ville-Marie,299461.93,5040919.57,-73.568348,45.5081824
1450,Côte-Sainte-Catherine,Stirling,Côte-des-Neiges - Notre-Dame-de-Grâce,295550.54,5040981.06,-73.6183774,45.5087274
1451,Montigny,Tricentenaire,Rivières-des-Prairies - Pointe-aux-Trembles,304618.46,5056844.1,-73.5022798,45.6515675
1458,Chambord,Fleury,Ahuntsic - Cartierville,292450.59,5046659.94,-73.65818709999999,45.5597394
1459,Saint-Urbain,Sauvé,Ahuntsic - Cartierville,292237.2,5045060.29,-73.66094799999999,45.5452906
1460,19 e Avenue,Jarry,Villeray - Saint-Michel - Parc-Extension,296640.96,5047726.06,-73.6045263,45.5694077
1461,Pie-IX,face au 8211,Villeray - Saint-Michel - Parc-Extension,296676.88,5048032.5,-73.6140485,45.5766061
1462,Notre-Dame,Place d'Armes/Saint-Sulpice,Ville-Marie,300373.56,5040557.72,-73.5549813,45.5044103
1463,Assomption,Saules des,Rosemont - Petite-Patrie,300304.73,5048081.53,-73.5605496,45.573708
1468,André-Grasset,Émile-Journault,Ahuntsic - Cartierville,294223.73,5046420.08,-73.63546989999999,45.5576097
1476,Crémazie,Henri-Julien inter. Nord,Ahuntsic - Cartierville,293871.56,5044954,-73.6400377,45.5443212
1478,Square Victoria Est,Viger,Ville-Marie,299882.3,5040259.5,-73.563129,45.5019451
1479,Crémazie,Jarry inter. Nord,Villeray - Saint-Michel - Parc-Extension,295858.12,5046480
1480,Crémazie,Jarry inter. Sud,Villeray - Saint-Michel - Parc-Extension,295727.8,5046298,-73.61465969999999,45.55817769999999
1481,24 e Avenue,Crémazie,Villeray - Saint-Michel - Parc-Extension,297063.6,5047946,-73.5991569,45.5713709
1484,19 e Avenue,Crémazie inter. Sud,Villeray - Saint-Michel - Parc-Extension,296882.38,5047574.5,-73.6020321,45.5682912
1485,19 e Avenue,Crémazie inter. Nord,Villeray - Saint-Michel - Parc-Extension,296837.4,5047604.5,-73.6020321,45.5682912
1488,17 e Avenue,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,297407.07,5047004.07,-73.59470859999999,45.5629081
1491,Fernand-Gauthier,Maurice-Duplessis,Rivières-des-Prairies - Pointe-aux-Trembles,297346.81,5054142.63,-73.5955465,45.627107
1493,Davidson,Rachel/Saint-Michel,Rosemont - Petite-Patrie,300142.99,5045235.61,-73.567256,45.5016889
1494,Érables,Rachel,Plateau Mont-Royal,299584.19,5043721.1,-73.566794,45.5333923
1495,Aylmer,Pins,Plateau Mont-Royal,298587.59,5041048.84,-73.57954339999999,45.5093489
1497,Notre-Dame,Saint-Georges (pl),Rivières-des-Prairies - Pointe-aux-Trembles,305572.2,5057075.94,-73.5561204,45.5045254
1501,Sherbrooke,5300 Est (Village Olympique),Mercier - Hochelaga - Maisonneuve,300718.03,5047630.5,-73.5535136,45.5684112
1510,Atwater,Lionel-Groulx,Sud-Ouest,298617.98,5038127.54,-73.57902349999999,45.4830735
1517,Notre-Dame,Gypsum,Mercier - Hochelaga - Maisonneuve,303956.5,5049136,-73.511757,45.5802207
1518,Rosemont,5689 (Hôp. Maisonneuve-R.),Rosemont - Petite-Patrie,300037.44,5048570.5,-73.5611189,45.5770722
